failure_id,candidate,selected_after,repair_kind,target_delta,guard_status,edit_cost,promotion_recommendation,manual_review_required,reason
fb_001,forest_bird_branch_001|dss_global,artifacts/repair/batch_20260714/fb_001/after.wav,MICRO_DECLIP_LINEAR_PROBE,-2.0,PASS,0.0006100281682028367,PROMOTION_RECOMMENDED,true,short flat-top permits a conservative interpolation probe
fb_002,robot_warehouse_pick_001|dss_global,artifacts/repair/batch_20260714/fb_002/after.wav,HEADROOM_ONLY,-0.016082763671875,PASS,0.7852874405146198,PROMOTION_RECOMMENDED,true,near-ceiling peak permits headroom-only attenuation
fb_003,robot_warehouse_pick_001|dss_event_timeline,artifacts/repair/batch_20260714/fb_003/after.wav,SMOOTH_REGION_GAIN,-0.008130957266400271,PASS,0.12021344900131226,PROMOTION_RECOMMENDED,true,planned action retained
fb_006,kitchen_chop_sizzle_001|naive_rich,artifacts/repair/batch_20260714/fb_006/after.wav,MICRO_DECLIP_LINEAR_PROBE,-4.0,PASS,9.211904796964916e-06,PROMOTION_RECOMMENDED,true,short flat-top permits a conservative interpolation probe
fb_007,kitchen_chop_sizzle_001|naive,artifacts/repair/batch_20260714/fb_007/after.wav,MICRO_DECLIP_LINEAR_PROBE,-1.0,PASS,4.601575833656293e-06,PROMOTION_RECOMMENDED,true,short flat-top permits a conservative interpolation probe
fb_008,street_rain_crosswalk_001|dss_global,,,,NOT_PASSED,,MANUAL_REVIEW,true,long flat-top cannot be reconstructed deterministically
fb_009,glass_drop_room_001|naive,artifacts/repair/batch_20260714/fb_009/after.wav,MICRO_DECLIP_LINEAR_PROBE,-3.0,PASS,1.642813285191854e-05,PROMOTION_RECOMMENDED,true,short flat-top permits a conservative interpolation probe
fb_010,glass_drop_room_001|dss_global,artifacts/repair/batch_20260714/fb_010/after.wav,HEADROOM_ONLY,-0.012176513671875,PASS,0.9120979801813762,PROMOTION_RECOMMENDED,true,near-ceiling peak permits headroom-only attenuation
fb_011,glass_drop_room_001|naive_rich,artifacts/repair/batch_20260714/fb_011/after.wav,SMOOTH_REGION_GAIN,0.00152716227287732,PASS,0.02069354514280955,PROMOTION_RECOMMENDED,true,global trim cannot improve a weak event window
fb_012,forest_bird_branch_001|dss_event_timeline,artifacts/repair/batch_20260714/fb_012/after.wav,HEADROOM_ONLY,-0.019989013671875,PASS,0.9773834987214981,PROMOTION_RECOMMENDED,true,near-ceiling peak permits headroom-only attenuation
hn_001,street_rain_crosswalk_001|naive,artifacts/repair/batch_20260714/hn_001/after.wav,MICRO_DECLIP_LINEAR_PROBE,-4.0,PASS,2.0658815061891234e-05,PROMOTION_RECOMMENDED,true,short flat-top permits a conservative interpolation probe
hn_002,subway_arrival_door_001|dss_layer_avoid,artifacts/repair/batch_20260714/hn_002/after.wav,SILENCE_AWARE_TRIM,-1081.3605442176872,PASS,0.10805176914153132,PROMOTION_RECOMMENDED,true,edge silence is compatible with bounded trimming
hn_003,subway_arrival_door_001|dss_event_timeline,artifacts/repair/batch_20260714/hn_003/after.wav,SILENCE_AWARE_TRIM,-1117.0975056689342,PASS,0.11162267981438515,PROMOTION_RECOMMENDED,true,edge silence is compatible with bounded trimming
